split,subgroup,count,proportion,n,columns
all,male & female & not gen other & not christian & rel other & not black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & rel other & not black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & rel other & not black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & rel other & not black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & rel other & not black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & rel other & black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & rel other & black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & rel other & black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & rel other & black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & rel other & black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & rel other & black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & rel other & black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & rel other & black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & not rel other & not black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & not rel other & not black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & not rel other & not black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & not rel other & not black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & not rel other & not black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & not rel other & not black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & not rel other & not black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & not rel other & not black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & not rel other & black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & not rel other & black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & not rel other & black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & not rel other & black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & not rel other & black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & not rel other & black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & not rel other & black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & not rel other & black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & rel other & not black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & rel other & not black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & rel other & not black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & rel other & not black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & rel other & not black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & rel other & not black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & rel other & not black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & rel other & not black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & rel other & black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & rel other & black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & rel other & black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & rel other & black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & rel other & black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & rel other & black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & rel other & black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & christian & rel other & black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & not rel other & not black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & not rel other & not black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & not rel other & not black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & not rel other & not black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & not rel other & not black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & not rel other & not black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & not rel other & not black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & not rel other & not black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & not rel other & black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & not rel other & black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & not rel other & black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & not rel other & black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & not rel other & black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & not rel other & black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & not rel other & black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & not rel other & black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & rel other & not black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & rel other & not black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & rel other & not black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & rel other & not black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & rel other & not black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & rel other & not black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & rel other & not black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & rel other & not black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & rel other & black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & rel other & black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & rel other & black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & rel other & black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & rel other & black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & rel other & black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & rel other & black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & not christian & rel other & black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & not rel other & not black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & not rel other & not black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & not rel other & not black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & not rel other & not black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & not rel other & not black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & not rel other & not black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & not rel other & not black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & not rel other & not black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & not rel other & black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & not rel other & black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & not rel other & black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & not rel other & black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & not rel other & black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & not rel other & black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & not rel other & black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & not rel other & black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & rel other & not black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & rel other & not black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & rel other & not black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & rel other & not black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & rel other & not black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & rel other & not black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & rel other & not black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & rel other & not black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & rel other & black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & rel other & black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & rel other & black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & rel other & black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & rel other & black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & rel other & black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & rel other & black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & gen other & christian & rel other & black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
